"County","State","Outbreak Date","Flock Type","Flock Size"
"Klamath","Oregon","03-14-2024","WOAH Non-Poultry","10"
"Eaton","Michigan","03-14-2023","WOAH Non-Poultry","20"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","3000"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","3900"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","2400"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","2400"
"Lancaster","Pennsylvania","03-14-2023","WOAH Poultry","3000"
"Jefferson","Wisconsin","03-14-2022","Commercial Table Egg Layer","2750700"
"York","Maine","03-14-2022","WOAH Non-Poultry","180"
"Lancaster","Pennsylvania","03-13-2023","WOAH Poultry","6000"
"Hutchinson","South Dakota","03-12-2024","Commercial Turkey Meat Bird","31200"
"Lincoln","Maine","03-12-2022","WOAH Non-Poultry","100"
"Charles Mix","South Dakota","03-12-2022","Commercial Turkey Meat Bird","37500"
"Clay","Minnesota","03-11-2024","WOAH Non-Poultry","80"
"Moore","Texas","03-11-2024","WOAH Non-Poultry","280"
"Mclean","Illinois","03-11-2022","WOAH Non-Poultry","40"
"Franklin","Kansas","03-11-2022","WOAH Poultry","260"
"Taylor","Iowa","03-10-2022","Commercial Table Egg Layer","915900"
"Cecil","Maryland","03-10-2022","Commercial Table Egg Layer","663400"
"Lawrence","Missouri","03-09-2022","Commercial Turkey Breeder Replacement Hens","37800"
"Jasper","Missouri","03-08-2022","Commercial Turkey Meat Bird","25000"
"Queen Anne's","Maryland","03-08-2022","Commercial Broiler Production","139300"
"New Castle","Delaware","03-08-2022","Commercial Table Egg Pullets","243900"
"Essex","Massachusetts","03-07-2024","WOAH Poultry","70"
"Rockingham","Virginia","03-07-2023","WOAH Non-Poultry","250"
"Bucks","Pennsylvania","03-06-2023","WOAH Poultry","1700"
"Lancaster","Pennsylvania","03-06-2023","WOAH Poultry","6000"
"Lancaster","Pennsylvania","03-06-2023","WOAH Poultry","1800"
"Bingham","Idaho","03-06-2023","WOAH Non-Poultry","10"
"Lancaster","Pennsylvania","03-06-2023","WOAH Poultry","310"
"Buena Vista","Iowa","03-06-2022","Commercial Turkey Meat Bird","49800"
"Charles Mix","South Dakota","03-05-2022","Commercial Turkey Meat Bird","44100"
"Chester","Pennsylvania","03-04-2023","WOAH Poultry","6900"
"Lancaster","Pennsylvania","03-04-2023","Commercial Duck Breeder","11300"
"Northumberland","Pennsylvania","03-04-2023","WOAH Poultry","680"
"Lancaster","Pennsylvania","03-04-2023","Commercial Turkey Meat Bird","26600"
"Lancaster","Pennsylvania","03-04-2023","Commercial Turkey Meat Bird","19600"
"Bates","Missouri","03-04-2022","WOAH Non-Poultry","50"
"Stoddard","Missouri","03-04-2022","Commercial Broiler Production","294800"
"Cecil","Maryland","03-04-2022","Commercial Table Egg Layer","644000"
"Douglas","Nevada","03-03-2023","WOAH Non-Poultry","20"
"Chester","Pennsylvania","03-03-2023","WOAH Poultry","5200"
"Dubois","Indiana","03-02-2022","Commercial Turkey Meat Bird","16500"
"Pottawattamie","Iowa","03-01-2022","WOAH Non-Poultry","40"
"New London","Connecticut","03-01-2022","WOAH Non-Poultry","160"
"Miami-dade","Florida","02-28-2023","Live Bird Market","510"
"Stevens","Minnesota","02-27-2024","WOAH Non-Poultry","20"
"Mahoning","Ohio","02-27-2024","WOAH Non-Poultry","140"
"Lancaster","Pennsylvania","02-27-2023","WOAH Poultry","4400"
"Monroe","New York","02-26-2024","WOAH Non-Poultry","20"
"Wayne","Illinois","02-24-2023","Commercial Turkey Meat Bird","18200"
"Chester","Pennsylvania","02-24-2023","WOAH Poultry","3400"
"Lancaster","Pennsylvania","02-24-2023","WOAH Poultry","4000"
"Ulster","New York","02-24-2022","WOAH Non-Poultry","70"
"Dubois","Indiana","02-24-2022","Commercial Turkey Meat Bird","36000"
"Dutchess","New York","02-24-2022","WOAH Non-Poultry","200"
"Dallas","Missouri","02-23-2024","WOAH Poultry","20300"
"Onondaga","New York","02-23-2024","WOAH Non-Poultry","10"
"Allen","Indiana","02-23-2024","WOAH Non-Poultry","50"
"Lancaster","Pennsylvania","02-23-2023","WOAH Poultry","2000"
"Alexandria City","Virginia","02-23-2023","Live Bird Market","800"
"Moffat","Colorado","02-23-2023","WOAH Non-Poultry","40"
"Greene","Indiana","02-23-2022","Commercial Turkey Meat Bird","15400"
"Kalamazoo","Michigan","02-23-2022","WOAH Non-Poultry","30"
"Greene","Indiana","02-23-2022","Commercial Turkey Meat Bird","48200"
"Knox","Maine","02-23-2022","WOAH Non-Poultry","100"
"Charles","Maryland","02-22-2024","WOAH Non-Poultry","30"
"Lancaster","Pennsylvania","02-22-2023","WOAH Poultry","4200"
"New Castle","Delaware","02-22-2022","Commercial Table Egg Layer","1046900"
"Dallas","Missouri","02-21-2024","Commercial Turkey Meat Bird","12300"
"Franklin","Ohio","02-21-2024","WOAH Non-Poultry","10"
"Dallas","Missouri","02-21-2024","Commercial Turkey Meat Bird","28500"
"Dallas","Missouri","02-21-2024","Commercial Turkey Meat Bird","31000"
"Lincoln","Nebraska","02-21-2023","WOAH Poultry","420"
"Lancaster","Pennsylvania","02-21-2023","Commercial Broiler Production","97700"
"Duplin","North Carolina","02-20-2024","Commercial Turkey Meat Bird","20900"
"Graham","Arizona","02-19-2025","WOAH Non-Poultry","350"
"Knox","Maine","02-19-2022","WOAH Non-Poultry","30"
"Darke","Ohio","02-18-2025","Commercial Table Egg Layer","164900"
"Stark","Ohio","02-18-2025","WOAH Non-Poultry","30"
"Mercer","Ohio","02-18-2025","Commercial Turkey Meat Bird","10600"
"Churchill","Nevada","02-18-2025","WOAH Non-Poultry","20"
"Suffolk","New York","02-18-2022","WOAH Non-Poultry","8"
"Copiah","Mississippi","02-17-2023","WOAH Poultry","50"
"Tioga","Pennsylvania","02-17-2023","WOAH Non-Poultry","50"
"San Joaquin","California","02-17-2023","WOAH Non-Poultry","160"
"Kanawha","West Virginia","02-16-2024","WOAH Non-Poultry","250"
"Dubois","Indiana","02-16-2022","Commercial Turkey Meat Bird","26600"
"Columbia","New York","02-15-2023","WOAH Poultry","250"
"Webster","Kentucky","02-15-2022","Commercial Turkey Meat Bird","53300"
"Jay","Indiana","02-14-2025","Commercial Table Egg Layer","1224800"
"Jay","Indiana","02-14-2025","Commercial Table Egg Layer","1454600"
"Darke","Ohio","02-14-2025","Commercial Turkey Meat Bird","20100"
"Mercer","Ohio","02-14-2025","Commercial Turkey Meat Bird","16700"
"Washington","Indiana","02-14-2025","Commercial Turkey Meat Bird","14100"
"Buena Vista","Iowa","02-14-2025","Commercial Turkey Meat Bird","26700"
"Randolph","Indiana","02-14-2025","WOAH Non-Poultry","70"
"Benton","Washington","02-14-2023","WOAH Non-Poultry","60"
"Hillsborough","Florida","02-14-2023","WOAH Non-Poultry","10"
"Monroe","Michigan","02-13-2025","WOAH Non-Poultry","30"
"Sussex","Delaware","02-13-2025","WOAH Non-Poultry","30"
"Auglaize","Ohio","02-13-2025","Commercial Table Egg Layer","210600"
"Riverside","California","02-13-2025","WOAH Poultry","8300"
"Mercer","Ohio","02-13-2025","Commercial Table Egg Layer","125800"
"Doniphan","Kansas","02-13-2023","WOAH Non-Poultry","30"
"Carroll","Missouri","02-13-2023","WOAH Non-Poultry","9"
"Mercer","Ohio","02-12-2025","Commercial Table Egg Layer","131000"
"Weld","Colorado","02-12-2025","WOAH Non-Poultry","20"
"Platte","Wyoming","02-12-2025","WOAH Non-Poultry","0"
"Crow Wing","Minnesota","02-12-2025","WOAH Non-Poultry","160"
"Merced","California","02-12-2025","Commercial Broiler Production","280600"
"Weld","Colorado","02-12-2025","WOAH Poultry","150"
"Lancaster","Pennsylvania","02-12-2025","WOAH Poultry","600"
"Schuylkill","Pennsylvania","02-12-2024","WOAH Non-Poultry","30"
"Twin Falls","Idaho","02-12-2024","WOAH Non-Poultry","20"
"Fulton","Kentucky","02-12-2022","Commercial Broiler Production","231400"
"Fauquier","Virginia","02-12-2022","WOAH Non-Poultry","90"
"Yankton","South Dakota","02-11-2025","WOAH Non-Poultry","50"
"Lancaster","Pennsylvania","02-11-2025","Commercial Broiler Production","80000"
"Mercer","Ohio","02-11-2025","Commercial Table Egg Pullets","20000"
"Cumberland","Pennsylvania","02-11-2025","Commercial Duck Meat Bird","20000"
"Jay","Indiana","02-11-2025","Commercial Table Egg Layer","912000"
"Madison","New York","02-11-2025","WOAH Non-Poultry","20"
"Lawrence","Missouri","02-10-2025","Commercial Turkey Breeder Hens","14100"
"Mason","Washington","02-10-2025","WOAH Non-Poultry","7"
"Mercer","Ohio","02-10-2025","Commercial Turkey Meat Bird","20100"
"Lenoir","North Carolina","02-09-2024","Commercial Turkey Meat Bird","32400"
"Delta","Colorado","02-08-2024","Commercial Broiler Breeder","66500"
"Miami-dade","Florida","02-08-2024","Live Bird Market","1500"
"Owyhee","Idaho","02-08-2024","WOAH Non-Poultry","9"
"Mitchell","Kansas","02-08-2023","Commercial Upland Gamebird Producer","17000"
"Lancaster","Pennsylvania","02-08-2023","WOAH Poultry","20300"
"Dubois","Indiana","02-08-2022","Commercial Turkey Meat Bird","29000"
"Lancaster","Pennsylvania","02-07-2025","WOAH Poultry","610"
"Mercer","Ohio","02-07-2025","Commercial Turkey Meat Bird","4100"
"Calcasieu","Louisiana","02-07-2025","WOAH Non-Poultry","10"
"Lebanon","Pennsylvania","02-07-2025","Commercial Broiler Production","53500"
"Mercer","Ohio","02-07-2025","Commercial Table Egg Layer","388900"
"Mercer","Ohio","02-07-2025","Commercial Table Egg Layer","96300"
"Allegheny","Pennsylvania","02-07-2023","WOAH Non-Poultry","20"
"Leake","Mississippi","02-07-2023","Commercial Broiler Production","89800"
"New London","Connecticut","02-06-2025","WOAH Non-Poultry","20"
"Lebanon","Pennsylvania","02-06-2025","Commercial Table Egg Layer","85100"
"Queens","New York","02-06-2025","Live Bird Market","200"
"Lancaster","Pennsylvania","02-06-2025","WOAH Poultry","14900"
"Mercer","Ohio","02-06-2025","Commercial Table Egg Layer","232600"
"Mercer","Ohio","02-06-2025","Commercial Turkey Meat Bird","10100"
"Newton","Missouri","02-06-2025","Commercial Broiler Production","44400"
"Darke","Ohio","02-06-2025","Commercial Table Egg Layer","522200"
"Mercer","Ohio","02-06-2025","Commercial Turkey Meat Bird","19900"
"Lawrence","Missouri","02-06-2025","Commercial Turkey Meat Bird","9500"
"Lancaster","Pennsylvania","02-06-2025","Commercial Duck Meat Bird","40000"
"Bronx","New York","02-06-2025","Live Bird Market","0"
"Wayne","Pennsylvania","02-06-2024","WOAH Non-Poultry","360"
"Gage","Nebraska","02-06-2024","Commercial Broiler Production","102000"
"Essex","Massachusetts","02-06-2024","WOAH Non-Poultry","20"
"Park","Wyoming","02-06-2023","WOAH Non-Poultry","10"
"Hancock","Maine","02-06-2023","WOAH Non-Poultry","30"
"Placer","California","02-06-2023","WOAH Non-Poultry","30"
"Kennebec","Maine","02-06-2023","WOAH Non-Poultry","40"
"Merced","California","02-06-2023","Commercial Duck Breeder","29100"
"San Joaquin","California","02-06-2023","WOAH Non-Poultry","8"
"Stanislaus","California","02-05-2025","Commercial Turkey Meat Bird","30200"
"Pinal","Arizona","02-05-2025","WOAH Non-Poultry","0"
"Queens","New York","02-05-2025","Live Bird Market","520"
"Cumberland","Pennsylvania","02-05-2025","Commercial Broiler Production","26400"
"Mercer","Ohio","02-05-2025","Commercial Table Egg Layer","174600"
"Kings","New York","02-05-2025","Live Bird Market","0"
"Larimer","Colorado","02-05-2025","WOAH Non-Poultry","10"
"Auglaize","Ohio","02-05-2025","Commercial Turkey Meat Bird","11000"
"Mercer","Ohio","02-05-2025","Commercial Turkey Meat Bird","8900"
"Dauphin","Pennsylvania","02-04-2025","Commercial Table Egg Layer","1975300"
"Mercer","Ohio","02-04-2025","Commercial Turkey Meat Bird","3500"
"Worcester","Maryland","02-04-2025","Commercial Broiler Production","201600"
"Mercer","Ohio","02-04-2025","Commercial Table Egg Layer","96700"
"Lawrence","Missouri","02-04-2025","Commercial Turkey Breeder Replacement Hens","14300"
"Alpena","Michigan","02-04-2025","WOAH Non-Poultry","8"
"Darke","Ohio","02-04-2025","Commercial Turkey Meat Bird","5400"
"Harvey","Kansas","02-04-2025","WOAH Non-Poultry","50"
"Queens","New York","02-04-2025","Live Bird Market","1100"
"Mercer","Ohio","02-04-2025","Commercial Table Egg Pullets","88300"
"Adams","Pennsylvania","02-04-2025","WOAH Non-Poultry","30"
"Bronx","New York","02-04-2025","Live Bird Market","100"
"Newton","Missouri","02-04-2025","Commercial Turkey Meat Bird","13600"
"Mercer","Ohio","02-04-2025","Commercial Turkey Meat Bird","12200"
"Mercer","Ohio","02-04-2025","Commercial Turkey Meat Bird","11600"
"Jasper","Missouri","02-04-2025","Commercial Turkey Meat Bird","49500"
"Klamath","Oregon","02-03-2025","WOAH Non-Poultry","8"
"San Joaquin","California","02-03-2025","Commercial Turkey Meat Bird","22200"
"O'brien","Iowa","02-02-2025","Commercial Table Egg Layer","241000"
"Lancaster","Pennsylvania","02-01-2023","Commercial Duck Meat Bird","32800"
"Lancaster","Pennsylvania","02-01-2023","WOAH Poultry","2700"
"Darke","Ohio","01-31-2025","Commercial Turkey Meat Bird","11700"
"Montgomery","Maryland","01-31-2025","WOAH Non-Poultry","10"
"Barry","Missouri","01-31-2025","Commercial Turkey Meat Bird","34000"
"Mcdonald","Missouri","01-31-2025","Commercial Broiler Production","131400"
"Mercer","Ohio","01-31-2025","Commercial Table Egg Layer","748800"
"Mercer","Ohio","01-31-2025","Commercial Turkey Meat Bird","22000"
"Virginia Beach City","Virginia","01-31-2025","WOAH Non-Poultry","210"
"Placer","California","01-31-2024","WOAH Non-Poultry","20"
"Nance","Nebraska","01-30-2025","WOAH Non-Poultry","70"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","8700"
"Monroe","Pennsylvania","01-30-2025","WOAH Non-Poultry","30"
"Jerome","Idaho","01-30-2025","WOAH Non-Poultry","10"
"Mercer","Ohio","01-30-2025","Commercial Table Egg Layer","437100"
"Darke","Ohio","01-30-2025","Commercial Table Egg Layer","150700"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","4600"
"Van Wert","Ohio","01-30-2025","Commercial Turkey Meat Bird","21400"
"Mcdonald","Missouri","01-30-2025","Commercial Turkey Meat Bird","11700"
"Broward","Florida","01-30-2025","WOAH Non-Poultry","70"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","11200"
"Mercer","Ohio","01-30-2025","Commercial Turkey Meat Bird","21700"
"San Mateo","California","01-29-2025","WOAH Non-Poultry","4"
"Merced","California","01-29-2025","Commercial Duck Meat Bird","87800"
"Darke","Ohio","01-29-2025","Commercial Table Egg Layer","1356300"
"Newton","Missouri","01-29-2025","Commercial Turkey Meat Bird","19000"
"Mercer","Ohio","01-29-2025","Commercial Turkey Meat Bird","9000"
"Mercer","Ohio","01-29-2025","Commercial Turkey Meat Bird","20100"
"Darke","Ohio","01-29-2025","Commercial Turkey Meat Bird","9700"
"Madera","California","01-29-2025","Commercial Duck Meat Bird","18600"
"Mcdonald","Missouri","01-28-2025","Commercial Broiler Breeder","18300"
"Shelby","Indiana","01-28-2025","WOAH Non-Poultry","60"
"Kent","Delaware","01-28-2025","Commercial Broiler Production","145800"
"Newton","Missouri","01-28-2025","Commercial Turkey Meat Bird","14300"
"Sampson","North Carolina","01-28-2025","Commercial Turkey Breeder Hens","24100"
"Jackson","Indiana","01-28-2025","Commercial Table Egg Layer","2633900"
"Lehigh","Pennsylvania","01-28-2025","WOAH Poultry","48000"
"Kearney","Nebraska","01-27-2025","WOAH Non-Poultry","90"
"Mercer","Ohio","01-27-2025","Commercial Turkey Meat Bird","12600"
"Mercer","Ohio","01-27-2025","Commercial Turkey Meat Bird","5100"
"Mercer","Ohio","01-27-2025","Commercial Turkey Meat Bird","9300"
"Ulster","New York","01-27-2025","WOAH Non-Poultry","60"
"Pinal","Arizona","01-27-2025","Commercial Table Egg Layer","316600"
"Mercer","Ohio","01-27-2025","Commercial Duck Meat Bird","12600"
"Adams","Indiana","01-27-2025","Commercial Turkey Meat Bird","19900"
"Sampson","North Carolina","01-27-2025","Commercial Turkey Breeder Replacement Hens","1900"
"Hancock","Maine","01-27-2023","WOAH Non-Poultry","40"
"De Soto","Florida","01-26-2024","WOAH Non-Poultry","660"
"Daviess","Indiana","01-25-2024","Commercial Turkey Meat Bird","13100"
"Kennebec","Maine","01-25-2024","WOAH Non-Poultry","40"
"Suffolk","New York","01-25-2023","WOAH Non-Poultry","10"
"Buena Vista","Iowa","01-25-2023","Commercial Turkey Meat Bird","27700"
"Rowan","North Carolina","01-25-2023","WOAH Non-Poultry","2"
"Rockingham","Virginia","01-25-2023","Commercial Turkey Meat Bird","11100"
"Polk","Oregon","01-25-2023","WOAH Non-Poultry","20"
"Franklin","Washington","01-24-2025","Commercial Table Egg Layer","307800"
"Wadena","Minnesota","01-24-2025","Commercial Turkey Meat Bird","275600"
"Mcdonald","Missouri","01-24-2025","Primary Broiler Breeder Pedigree Farm","650"
"Darke","Ohio","01-24-2025","Commercial Turkey Meat Bird","22300"
"Allen","Indiana","01-24-2025","WOAH Poultry","26100"
"Windsor","Vermont","01-24-2025","WOAH Non-Poultry","20"
"Newton","Missouri","01-24-2025","Commercial Table Egg Layer","1149400"
"Washington","Rhode Island","01-24-2025","WOAH Non-Poultry","50"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","18500"
"Plymouth","Massachusetts","01-24-2025","WOAH Non-Poultry","30"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","5100"
"Cleveland","Arkansas","01-24-2025","Commercial Broiler Breeder","19500"
"New Haven","Connecticut","01-24-2025","WOAH Non-Poultry","30"
"Darke","Ohio","01-24-2025","Commercial Table Egg Layer","1818000"
"Orange","Florida","01-24-2025","WOAH Non-Poultry","1"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","9500"
"Mercer","Ohio","01-24-2025","Commercial Turkey Meat Bird","19600"
"Putnam","New York","01-23-2025","WOAH Non-Poultry","60"
"Yolo","California","01-23-2025","WOAH Non-Poultry","6"
"Mercer","Ohio","01-23-2025","Commercial Table Egg Layer","1468900"
"Mercer","Ohio","01-23-2025","Commercial Turkey Meat Bird","11200"
"Darke","Ohio","01-23-2025","Commercial Table Egg Pullets","349200"
"Mercer","Ohio","01-23-2025","Commercial Table Egg Layer","85000"
"Edmunds","South Dakota","01-23-2024","Commercial Upland Gamebird Producer","22200"
"Belknap","New Hampshire","01-23-2023","WOAH Non-Poultry","40"
"Cleveland","Arkansas","01-22-2025","Commercial Broiler Production","106900"
"Dorchester","Maryland","01-22-2025","Commercial Broiler Production","143900"
"Lawrence","Missouri","01-22-2025","Commercial Turkey Meat Bird","52400"
"Newton","Missouri","01-22-2025","Commercial Turkey Meat Bird","23000"
"Newton","Missouri","01-22-2025","Commercial Turkey Meat Bird","21300"
"Jasper","Missouri","01-22-2025","Commercial Turkey Meat Bird","49400"
"Cook","Illinois","01-22-2025","WOAH Poultry","500"
"Orangeburg","South Carolina","01-22-2024","WOAH Non-Poultry","40"
"Mitchell","Kansas","01-22-2024","Commercial Upland Gamebird Producer","5800"
"Accomack","Virginia","01-21-2025","Commercial Broiler Production","441000"
"Caroline","Maryland","01-21-2025","Commercial Broiler Production","108400"
"Elbert","Georgia","01-21-2025","Commercial Broiler Production","130400"
"Newton","Missouri","01-21-2025","Commercial Table Egg Layer","1175800"
"Umatilla","Oregon","01-21-2025","WOAH Non-Poultry","50"
"Larimer","Colorado","01-20-2023","WOAH Non-Poultry","70"
"Weakley","Tennessee","01-20-2023","Commercial Broiler Production","267800"
"Snohomish","Washington","01-19-2023","WOAH Non-Poultry","20"
"El Dorado","California","01-19-2023","WOAH Non-Poultry","20"
"Rockingham","Virginia","01-19-2023","Commercial Turkey Meat Bird","25300"
"Merced","California","01-18-2024","Commercial Table Egg Pullets","285600"
"Lampasas","Texas","01-18-2023","WOAH Poultry","70"
"Licking","Ohio","01-18-2023","WOAH Non-Poultry","30"
"Suffolk","New York","01-17-2025","Commercial Duck Meat Bird","101000"
"Jay","Indiana","01-17-2025","Commercial Turkey Meat Bird","18800"
"Darke","Ohio","01-17-2025","Commercial Table Egg Pullets","200000"
"Darke","Ohio","01-17-2025","Commercial Table Egg Layer","103200"
"Elbert","Georgia","01-17-2025","Commercial Broiler Breeder","45500"
"Horry","South Carolina","01-17-2024","WOAH Non-Poultry","190"
"Mitchell","Kansas","01-17-2023","Commercial Upland Gamebird Producer","6900"
"Mercer","Ohio","01-16-2025","Commercial Table Egg Layer","1432000"
"Dakota","Minnesota","01-16-2025","Commercial Turkey Meat Bird","79900"
"Greene","Tennessee","01-16-2025","WOAH Non-Poultry","30"
"Riverside","California","01-16-2025","Commercial Table Egg Pullets","208200"
"Jay","Indiana","01-16-2025","Commercial Table Egg Layer","353300"
"Queen Anne's","Maryland","01-16-2025","Commercial Broiler Production","146900"
"Wayne","Michigan","01-16-2025","WOAH Non-Poultry","120"
"Barnstable","Massachusetts","01-16-2024","WOAH Non-Poultry","150"
"Mitchell","Kansas","01-16-2024","WOAH Poultry","220"
"Cascade","Montana","01-16-2024","WOAH Non-Poultry","50"
"Spink","South Dakota","01-16-2024","Commercial Raised for Release Upland Game Bird","1900"
"Owyhee","Idaho","01-15-2025","WOAH Non-Poultry","30"
"Darke","Ohio","01-15-2025","Commercial Turkey Meat Bird","15800"
"Mercer","Ohio","01-15-2025","Commercial Turkey Meat Bird","10400"
"Darke","Ohio","01-15-2025","Commercial Turkey Meat Bird","5300"
"Darke","Ohio","01-15-2025","Commercial Turkey Meat Bird","5300"
"New London","Connecticut","01-15-2025","WOAH Non-Poultry","20"
"Caroline","Maryland","01-14-2025","Commercial Broiler Production","228300"
"Darke","Ohio","01-14-2025","Commercial Turkey Meat Bird","9900"
"Orange","Florida","01-14-2025","Live Bird Market","1300"
"Hillsborough","Florida","01-14-2025","Live Bird Market","280"
"Newton","Missouri","01-14-2025","Commercial Table Egg Layer","1585100"
"Mercer","Ohio","01-14-2025","Commercial Turkey Meat Bird","4500"
"Phillips","Kansas","01-13-2025","WOAH Non-Poultry","60"
"Culebra","Puerto Rico","01-13-2025","WOAH Poultry","380"
"Tehama","California","01-12-2023","WOAH Poultry","23700"
"Mitchell","Kansas","01-11-2024","Commercial Raised for Release Upland Game Bird","1400"
"Douglas","Oregon","01-11-2023","WOAH Non-Poultry","0"
"Gregory","South Dakota","01-10-2025","WOAH Non-Poultry","90"
"Mitchell","Kansas","01-10-2024","Commercial Upland Gamebird Producer","3700"
"Sherburne","Minnesota","01-10-2024","WOAH Non-Poultry","10"
"York","Maine","01-10-2024","WOAH Non-Poultry","60"
"Mitchell","Kansas","01-10-2024","Commercial Upland Gamebird Producer","32000"
"Cascade","Montana","01-10-2023","WOAH Non-Poultry","10"
"Canyon","Idaho","01-09-2025","WOAH Non-Poultry","50"
"Oakland","Michigan","01-09-2025","WOAH Non-Poultry","100"
"Brazoria","Texas","01-09-2025","WOAH Non-Poultry","90"
"Kent","Delaware","01-09-2025","Commercial Broiler Production","194800"
"Darke","Ohio","01-09-2025","Commercial Turkey Meat Bird","21100"
"Clayton","Georgia","01-09-2025","WOAH Non-Poultry","10"
"Union","Oregon","01-09-2025","WOAH Poultry","380"
"Burnet","Texas","01-09-2025","WOAH Non-Poultry","10"
"Scotts Bluff","Nebraska","01-09-2023","WOAH Non-Poultry","7"
"Sonoma","California","01-09-2023","WOAH Non-Poultry","6"
"Sonoma","California","01-09-2023","WOAH Non-Poultry","20"
"San Joaquin","California","01-09-2023","WOAH Non-Poultry","10"
"Perry","Missouri","01-08-2025","WOAH Non-Poultry","20"
"Darke","Ohio","01-08-2025","Commercial Table Egg Layer","245300"
"Arapahoe","Colorado","01-08-2024","WOAH Non-Poultry","20"
"Merced","California","01-08-2024","WOAH Non-Poultry","30"
"Sacramento","California","01-08-2024","WOAH Non-Poultry","30"
"Palm Beach","Florida","01-07-2025","WOAH Non-Poultry","4"
"Hyde","North Carolina","01-07-2025","Commercial Table Egg Layer","3314900"
"Hanson","South Dakota","01-07-2025","WOAH Non-Poultry","50"
"Jay","Indiana","01-07-2025","Commercial Turkey Meat Bird","20300"
"Clinton","Iowa","01-07-2025","WOAH Non-Poultry","40"
"Olmsted","Minnesota","01-06-2025","WOAH Non-Poultry","120"
"Thurston","Washington","01-06-2023","WOAH Non-Poultry","120"
"Weld","Colorado","01-06-2023","WOAH Non-Poultry","40"
"Washburn","Wisconsin","01-05-2024","Commercial Turkey Meat Bird","41000"
"Codington","South Dakota","01-05-2023","WOAH Poultry","140"
"Ottawa","Michigan","01-04-2025","Commercial Turkey Meat Bird","55200"
"Kent","Delaware","01-04-2025","Commercial Broiler Production","125000"
"Ottawa","Michigan","01-04-2025","Commercial Turkey Meat Bird","47000"
"Rice","Kansas","01-04-2024","Commercial Table Egg Pullets","240000"
"Johnson","Missouri","01-04-2023","WOAH Non-Poultry","30"
"Anderson","Kansas","01-04-2023","Commercial Upland Gamebird Producer","8900"
"Josephine","Oregon","01-04-2023","WOAH Non-Poultry","30"
"Pocahontas","West Virginia","01-03-2025","WOAH Poultry","9"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","20"
"Sharp","Arkansas","01-03-2025","WOAH Non-Poultry","20"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","70"
"Butte","California","01-03-2025","Commercial Raised for Release Upland Game Bird","44700"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","20"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","20"
"Stanislaus","California","01-03-2025","Commercial Broiler Production","236100"
"Merced","California","01-03-2024","Commercial Broiler Production","534800"
"Merced","California","01-03-2024","Commercial Table Egg Layer","764300"
"Sonoma","California","01-03-2024","Commercial Broiler Production","77900"
"Stanislaus","California","01-02-2025","Commercial Table Egg Layer","75200"
